owner,address,suburb,postcode,capacity,startDate,endDate,price,longitude,latitude
2bFjl@gmail.com,23 Park Road,Liverpool,2170.0,7,2018-08-30,2018-09-06,297,150.91531819999997,-33.9196657
1lqo@gmail.com,27 Hillcrest Avenue,Baulkham Hills,2153.0,4,2019-03-27,2019-04-02,341,150.981717,-33.7750609
p0orNAHm5I@163.com,11 Winspear Avenue,Bankstown,2200.0,8,2018-09-09,2018-09-15,336,151.02869180000005,-33.9184584
sYpjbLjpe@gmail.com,27 Vivien Place,Castle Hill,2154.0,6,2019-08-15,2019-08-18,252,151.0066625,-33.7271093
NpUAcXNwNn@163.com,17 Ligato Place,Liverpool,2170.0,8,2019-02-22,2019-02-28,313,150.9102593,-33.9146274
iCnF7eAMj@hotmail.com,27 Birkdale Crescent,Liverpool,2170.0,1,2018-10-27,2018-11-01,382,150.9198033,-33.93435
KRSJlXAwzGA3w@yahoo.com,3 Denham Street,Surry Hills,2010.0,2,2018-11-14,2018-11-21,276,151.215699,-33.8804265
B7tQhuSHvvj@yahoo.com,3 Victoria Parade,Manly,2095.0,6,2018-10-11,2018-10-14,393,151.28677,-33.80020089999999
JV0qdSPi@yahoo.com,7 Allengrove Crescent,North Ryde,2113.0,8,2018-10-23,2018-10-27,365,151.12565039999996,-33.7891971
Y5I95@gmail.com,27 Hooper Street,Randwick,2031.0,2,2019-02-14,2019-02-20,370,151.250788,-33.9058914
xn3ZFu@163.com,5 Brucedale Drive,Baulkham Hills,2153.0,1,2019-05-24,2019-05-30,362,150.98608190000004,-33.7487705
Ej8Lo0fzr@gmail.com,7 Captains Road,Penrith,2750.0,8,2019-03-07,2019-03-11,340,150.6769972,-33.754149600000005
c16Uqdz0U@163.com,7 The Crescent ,Penrith,2750.0,4,2018-08-26,2018-09-01,292,150.7066909,-33.75362310000001
SPVW@hotmail.com,11 Palmer Place,Blacktown,2148.0,4,2019-01-19,2019-01-21,291,150.9136629,-33.777222200000004
i83c4nU9@hotmail.com,7 Colonel Braund Crescent,Kingsford,2032.0,4,2018-11-29,2018-12-05,379,151.2277244,-33.9279449
dSSBogcX5Hy2r62@gmail.com,23 Little Street,Parramatta,2150.0,3,2018-08-28,2018-09-01,341,151.0082066,-33.81701830000001
gac009@gmail.com,25 Ruzac Street,Campbelltown,2560.0,8,2018-09-04,2018-09-06,392,150.82314730000004,-34.0688239
98@hotmail.com,1 Kanangra Avenue,Baulkham Hills,2153.0,4,2019-03-01,2019-03-06,340,150.9767381,-33.74649369999999
BWwieP4z63px@163.com,19 Oval Lane,Randwick,2033.0,4,2019-07-19,2019-07-24,301,151.234406,-33.918755600000004
c16Uqdz0U@163.com,11 Glebe Street,Wollongong,2500.0,3,2019-02-28,2019-03-04,298,150.896967,-34.4316836
QOiqW6LbDBF@gmail.com,7 Arndill Avenue,Baulkham Hills,2153.0,4,2018-10-24,2018-10-29,290,150.9843372,-33.74230319999999
Rk0GARU8Ueeno@163.com,7 Gordonia Grove,Baulkham Hills,2153.0,5,2018-09-19,2018-09-25,277,150.98285369999996,-33.770678100000005
sYpjbLjpe@gmail.com,25 Pentonville Parade,Castle Hill,2154.0,6,2019-03-31,2019-04-05,335,150.9735332,-33.721776299999995
nQi0@yahoo.com,19 Deerwood Avenue,Liverpool,2170.0,8,2018-09-20,2018-09-25,325,150.9183944,-33.9370967
T8CeIcrLO0vH@gmail.com,25 Rainbow Street,Kingsford,2032.0,8,2018-10-22,2018-10-24,276,151.2303486,-33.9245898
BWwieP4z63px@163.com,29 Graham Street,Auburn,2144.0,8,2019-05-12,2019-05-17,274,151.0314548,-33.86369639999999
06u@163.com,5 Karrabah Road,Auburn,2144.0,4,2018-11-08,2018-11-12,328,151.030668,-33.8457003
nPbGeBdRi7V8lFh@163.com,1 Gregory Place,Parramatta,2150.0,3,2019-04-09,2019-04-12,340,151.0156707,-33.8196365
PuPoy@gmail.com,7 Lees Court,Sydney,2133.0,2,2019-04-06,2019-04-13,304,151.0932428,-33.8998591
YVv7a2h@qq.com,13 Rialto Lane,Manly,2095.0,6,2019-05-26,2019-05-31,376,151.2873572,-33.7981648
EtKeNSvBAlX@163.com,27 Kingussie Avenue,Castle Hill,2154.0,4,2018-11-19,2018-11-25,256,151.0046851,-33.714837700000004
1lqo@gmail.com,13 Parkham Place,Surry Hills,2010.0,2,2019-06-29,2019-07-02,326,151.2154076,-33.8902527
NgL51xIkX@gmail.com,15 Gibson Avenue,Bankstown,2211.0,4,2019-03-18,2019-03-24,393,151.0264974,-33.935440899999996
YVv7a2h@qq.com,11 Clyde Place,Campbelltown,2560.0,5,2018-10-07,2018-10-09,351,150.828197,-34.077856700000005
QOiqW6LbDBF@gmail.com,1 Laker Street,Blacktown,2148.0,3,2019-03-19,2019-03-24,333,150.9107138,-33.7839101
S5eNoKeN@qq.com,17 Withers Lane,Surry Hills,2010.0,4,2019-02-06,2019-02-07,305,151.2128411,-33.886462
T8CeIcrLO0vH@gmail.com,15 Rainbow Street,Kingsford,2032.0,7,2019-01-13,2019-01-19,358,151.22981330000005,-33.9247346
QOiqW6LbDBF@gmail.com,7 Elizabeth Hake Close,Castle Hill,2154.0,5,2019-01-26,2019-01-28,335,151.02067140000003,-33.7301829
BWwieP4z63px@163.com,9 Belltree Crescent,Castle Hill,2154.0,6,2019-03-08,2019-03-12,312,151.02528080000005,-33.7129535
YVv7a2h@qq.com,5 Oregon Street,Blacktown,2148.0,8,2019-02-17,2019-02-20,262,150.8896737,-33.766599799999995
e5wj@yahoo.com,11 Cadigal Avenue,Pyrmont,2009.0,6,2019-01-05,2019-01-07,269,151.1906824,-33.867542
Ayf@hotmail.com,13 Naomi Street,Baulkham Hills,2153.0,6,2019-01-14,2019-01-19,306,150.9987227,-33.7716679
JX7N4sdMiBWHeuX@qq.com,7 Farmingdale Drive,Blacktown,2148.0,6,2019-05-19,2019-05-22,302,150.9009611,-33.7941599
YRpLsxaZhRd@gmail.com,13 Cottage Street,Castle Hill,2154.0,5,2019-07-04,2019-07-09,343,151.0153625,-33.7219194
xnhaYdOAmg9lV@163.com,7 Ludlow Road,Castle Hill,2154.0,3,2019-03-05,2019-03-07,327,151.0088633,-33.7362593
mKxDySP6aXeyCEw@qq.com,7 Southern Cross Close,Kingsford,2032.0,2,2019-06-24,2019-06-27,337,151.2272293,-33.924383500000005
p@gmail.com,9 Jenner Street,Baulkham Hills,2153.0,5,2019-05-05,2019-05-06,265,150.9946757,-33.7585244
Rk0GARU8Ueeno@163.com,13 Cuthbert Street,Sydney,2022.0,8,2019-06-03,2019-06-05,393,151.2485541,-33.8979194
vo@hotmail.com,19 Oakhill Drive,Castle Hill,2154.0,7,2019-08-19,2019-08-24,311,151.0213468,-33.719044700000005
SPVW@hotmail.com,1 Sherwood Place,North Ryde,2113.0,6,2019-06-14,2019-06-17,325,151.1279069,-33.8045661
XpRaxd@hotmail.com,23 Lady Cutler Avenue,Bankstown,2200.0,8,2019-01-05,2019-01-09,363,151.0401169,-33.915899200000005
i1w9Z@gmail.com,7 Darley Street,Darlinghurst,2010.0,7,2019-07-25,2019-07-28,281,151.21929330000003,-33.8785665
Xy@hotmail.com,15 Benwerrin Avenue,Baulkham Hills,2153.0,4,2019-01-20,2019-01-25,322,150.9752154,-33.746185700000005
W@gmail.com,1 Fisher Place,Campbelltown,2560.0,5,2019-05-28,2019-05-30,275,150.8224617,-34.075799100000005
B7tQhuSHvvj@yahoo.com,29 Delhi Road,North Ryde,2113.0,2,2019-06-23,2019-06-24,253,151.1384137,-33.79445820000001
xn3ZFu@163.com,23 George Street,Sydney,2000.0,2,2018-09-27,2018-09-30,387,151.2081263,-33.8569467
mdBXbqkZKv@gmail.com,7 Abbey Street,Randwick,2031.0,7,2019-05-08,2019-05-14,307,151.2400356,-33.9118117
SPVW@hotmail.com,19 Chepstow Drive,Castle Hill,2154.0,2,2018-11-05,2018-11-11,275,150.97278300000005,-33.7227631
clh@hotmail.com,13 Jamison Street,Sydney,2000.0,1,2019-01-25,2019-01-28,289,151.20630580000002,-33.86451339999999
clh@hotmail.com,21 Peachtree Road,Penrith,2750.0,5,2019-02-02,2019-02-07,397,150.6875346,-33.7456922
93h0vSne@hotmail.com,25 Stephen Street,Blacktown,2148.0,1,2018-10-08,2018-10-10,317,150.917474,-33.7562463
dSSBogcX5Hy2r62@gmail.com,27 Maloney Street,Mascot,2018.0,1,2019-06-21,2019-06-25,385,151.20644209999998,-33.92454
Bt9zZona2au@hotmail.com,29 Mileham Avenue,Castle Hill,2153.0,5,2018-09-04,2018-09-09,303,150.9920839,-33.74527270000001
mdBXbqkZKv@gmail.com,23 Sheas Lane,Surry Hills,2010.0,1,2018-08-24,2018-08-28,340,151.2145371,-33.8849025
GucBiWCOa8asWqU@gmail.com,11 Abbey Street,Randwick,2031.0,3,2019-02-04,2019-02-05,355,151.2400356,-33.9118117
SPVW@hotmail.com,17 St Marys Road,Sydney,2000.0,1,2019-01-14,2019-01-17,309,151.214498,-33.8711146
pY6jhQ@qq.com,7 Fifth Avenue,Blacktown,2148.0,5,2019-06-25,2019-07-01,356,150.9126544,-33.763113
sYpjbLjpe@gmail.com,29 St Pauls Street,Randwick,2031.0,5,2018-10-08,2018-10-14,277,151.2429067,-33.9199812
s1Xj@gmail.com,9 Essex Street,Sydney,2121.0,5,2018-12-12,2018-12-15,318,151.0853715,-33.770483299999995
xnhaYdOAmg9lV@163.com,9 Chiltern Crescent,Castle Hill,2154.0,8,2019-02-13,2019-02-17,383,150.99388000000005,-33.7215315
dD@gmail.com,7 Macken Street,Liverpool,2170.0,2,2018-11-18,2018-11-23,265,150.917194,-33.915786
jhvSFG7S4BNW@yahoo.com,11 Lowanna Avenue,Baulkham Hills,2153.0,4,2019-08-16,2019-08-17,385,150.9771581,-33.74485670000001
i1w9Z@gmail.com,19 Wallace Street,Kingsford,2032.0,5,2019-01-17,2019-01-21,378,151.2320135,-33.925693200000005
rBxn@hotmail.com,13 Rainbow Street,Kingsford,2032.0,1,2019-07-05,2019-07-08,320,151.22981330000005,-33.9247346
JX7N4sdMiBWHeuX@qq.com,5 Pine Street,Randwick,2031.0,7,2019-03-14,2019-03-19,329,151.2478118,-33.90396990000001
csQWhI7@gmail.com,13 Mavis Street,North Ryde,2113.0,1,2019-07-26,2019-07-30,344,151.1154042,-33.79406470000001
Rk0GARU8Ueeno@163.com,13 Pacific Parade,Manly,2095.0,6,2019-05-03,2019-05-05,343,151.28233830000005,-33.789762700000004
dvG@yahoo.com,23 Craig Avenue,Baulkham Hills,2153.0,5,2019-08-02,2019-08-06,349,150.99376030000005,-33.768333399999996
1lqo@gmail.com,17 Cardiff Street,Blacktown,2148.0,2,2018-12-28,2018-12-30,323,150.91718400000005,-33.7664132
gac009@gmail.com,7 Winburn Avenue,Kingsford,2032.0,4,2018-10-15,2018-10-17,367,151.2182356,-33.917953600000004
m@yahoo.com,19 Knightsbridge Place,Castle Hill,2154.0,2,2019-05-02,2019-05-07,371,150.98794619999995,-33.7137563
csQWhI7@gmail.com,5 Fishburn Crescent,Castle Hill,2154.0,8,2019-06-05,2019-06-11,359,150.9896967,-33.7291742
jGDRtOJlwggv@163.com,3 Turner Avenue,Baulkham Hills,2153.0,5,2019-06-29,2019-07-01,274,150.9789436,-33.7639627
gac009@gmail.com,19 Boronia Street,Blacktown,2147.0,8,2019-05-21,2019-05-28,386,150.9209928,-33.7582182
d46nNJDU9HvO@yahoo.com,11 Gay Street,Castle Hill,2154.0,2,2019-01-03,2019-01-06,259,151.0071721,-33.7275562
s1Xj@gmail.com,17 Alice Lane,Randwick,2024.0,4,2018-12-22,2018-12-28,362,151.2532893,-33.90493529999999
N0yvzkyQ1eX@yahoo.com,9 Capra Place,Castle Hill,2154.0,1,2018-11-04,2018-11-08,286,150.9745075,-33.720893
2bFjl@gmail.com,7 St Michaels Place,Baulkham Hills,2153.0,1,2019-04-22,2019-04-27,320,150.98133059999995,-33.744536
p0orNAHm5I@163.com,7 Cary Street,Baulkham Hills,2153.0,4,2019-04-06,2019-04-09,277,151.00361669999995,-33.755469899999994
wqZLQXAwUUug9A@qq.com,3 Vimy Street,Bankstown,2200.0,1,2019-04-27,2019-04-30,309,151.0336948,-33.9228533
CJkZkFKc0QHH@hotmail.com,11 Alexandria Lane,Surry Hills,2010.0,4,2018-09-06,2018-09-08,297,151.2141,-33.8913528
jGDRtOJlwggv@163.com,21 Laker Street,Blacktown,2148.0,4,2019-07-06,2019-07-12,260,150.9111675,-33.7816203
NxnNYtbRxMReuUF@163.com,21 Kullaroo Avenue,Castle Hill,2154.0,8,2019-01-22,2019-01-26,350,150.9989423,-33.7165017
SPVW@hotmail.com,1 Norman Avenue,Auburn,2144.0,2,2018-09-16,2018-09-18,397,151.0246895,-33.8710157
gac009@gmail.com,21 Centennial Drive,Campbelltown,2560.0,3,2018-09-10,2018-09-15,267,150.8038211,-34.07454970000001
Xk3EtyWcyaOoY9L@yahoo.com,5 Edgely Street,Surry Hills,2010.0,3,2019-05-22,2019-05-27,286,151.2142882,-33.889716899999996
NxnNYtbRxMReuUF@163.com,17 Jacaranda Avenue,Baulkham Hills,2153.0,2,2019-03-14,2019-03-19,339,150.9981316,-33.757371500000005
ivAquup5g@hotmail.com,5 Remi Street,Bankstown,2200.0,8,2018-10-09,2018-10-16,338,151.03910919999996,-33.9068382
Zujbx6J@yahoo.com,1 Cottrell Place,Baulkham Hills,2153.0,4,2018-11-03,2018-11-05,288,150.9858149,-33.746455600000004
S5eNoKeN@qq.com,23 Tuckwell Road,Castle Hill,2154.0,4,2019-03-12,2019-03-16,309,151.0055437,-33.7238174
0@yahoo.com,29 Pennant Street,Parramatta,2151.0,3,2019-02-20,2019-02-21,311,151.0208198,-33.807648
a1qKAsQSZzTm@gmail.com,3 Robey Street,Mascot,2020.0,3,2018-09-04,2018-09-11,274,151.1936054,-33.9314944
EtKeNSvBAlX@163.com,19 Hunter Street,Blacktown,2148.0,3,2018-09-10,2018-09-16,390,150.8840244,-33.78028629999999
rBxn@hotmail.com,29 Aminya Place,Baulkham Hills,2153.0,2,2019-04-28,2019-04-30,392,151.0015467,-33.7578939
fik5zRxP@yahoo.com,11 Morgan Lane,Bankstown,2200.0,7,2019-04-14,2019-04-20,256,151.0366852,-33.9189075
e5wj@yahoo.com,5 Dent Street,Penrith,2750.0,2,2018-11-17,2018-11-23,254,150.68624219999995,-33.761829299999995
g8Zthlc0zKDcMA2@gmail.com,27 Pennant Street,Parramatta,2151.0,8,2019-05-13,2019-05-16,351,151.02194540000005,-33.8052337
XheqXw@hotmail.com,7 Noller Parade,Parramatta,2150.0,7,2019-01-29,2019-02-01,309,151.01614730000003,-33.8169523
pY6jhQ@qq.com,29 Carramarr Road,Castle Hill,2154.0,5,2019-07-04,2019-07-06,376,151.00162419999995,-33.725089700000005
pY6jhQ@qq.com,5 Helena Street,Randwick,2031.0,6,2019-06-02,2019-06-05,346,151.2403221,-33.92508770000001
Xy@hotmail.com,29 Lindesay Street,Campbelltown,2560.0,7,2019-04-07,2019-04-09,299,150.8317491,-34.060694399999996
Xk3EtyWcyaOoY9L@yahoo.com,3 Balgowlah Road,Manly,2095.0,1,2019-01-28,2019-02-02,303,151.281036,-33.7876489
PuPoy@gmail.com,1 Dana Close,Castle Hill,2154.0,2,2019-04-09,2019-04-15,366,150.9879916,-33.7404279
0@yahoo.com,5 Victoria Road,Parramatta,2150.0,2,2019-03-04,2019-03-05,324,151.0064069,-33.8089879
0W0PZ@gmail.com,7 Archer Street,Blacktown,2148.0,7,2019-06-21,2019-06-28,289,150.8982621,-33.7847001
NgL51xIkX@gmail.com,21 Kortum Place,Auburn,2144.0,7,2019-05-14,2019-05-18,286,151.0225001,-33.8540636
foPb@163.com,1 Francis Lane,Darlinghurst,2010.0,2,2019-01-23,2019-01-25,345,151.2129612,-33.87613340000001
YVv7a2h@qq.com,1 Baydon Street,Castle Hill,2154.0,4,2019-01-31,2019-02-03,322,151.0278731,-33.7186143
iCnF7eAMj@hotmail.com,1 Connell Close,Baulkham Hills,2153.0,4,2019-06-23,2019-06-29,376,150.9714741,-33.7439309
NxnNYtbRxMReuUF@163.com,9 Malvern Avenue,Baulkham Hills,2153.0,7,2018-12-16,2018-12-21,262,150.97278300000005,-33.7650402
nEPP9TXtr1yFx@163.com,5 Norwood Place,Baulkham Hills,2153.0,7,2018-11-04,2018-11-07,361,150.9709872,-33.7432638
cx@hotmail.com,3 Stacey Street,Bankstown,2200.0,2,2019-04-15,2019-04-16,315,151.040108,-33.9319984
0W0PZ@gmail.com,7 George Mobbs Drive,Castle Hill,2154.0,3,2018-10-14,2018-10-17,342,150.9988819,-33.74959129999999
NMhMV@hotmail.com,21 Forge Street,Blacktown,2148.0,4,2018-08-29,2018-08-31,387,150.9109335,-33.754222799999994
p@gmail.com,9 Elizabeth Avenue,Mascot,2020.0,8,2018-11-25,2018-11-30,277,151.1927737,-33.9309703
Xk3EtyWcyaOoY9L@yahoo.com,7 Benaara Gardens,Castle Hill,2154.0,6,2018-11-14,2018-11-17,350,151.00171799999995,-33.7362663
clh@hotmail.com,17 Forster Place,Penrith,2750.0,3,2018-11-07,2018-11-10,382,150.7050446,-33.7460467
NnOOc6@163.com,27 Dinton Street,Blacktown,2148.0,8,2018-12-20,2018-12-27,355,150.91560719999995,-33.7930465
06u@163.com,3 Moroney Close,Blacktown,2148.0,4,2018-12-02,2018-12-04,283,150.8795293,-33.7817078
iCnF7eAMj@hotmail.com,11 Patrick Street,Blacktown,2148.0,8,2019-07-30,2019-08-01,255,150.9064867,-33.7705201
Xy@hotmail.com,23 Kareela Avenue,Penrith,2750.0,6,2018-09-28,2018-10-02,303,150.71328909999997,-33.7446892
wqZLQXAwUUug9A@qq.com,21 Haran Street,Mascot,2020.0,6,2019-01-05,2019-01-08,272,151.1903081,-33.9232782
Y5I95@gmail.com,11 Civic Place,Parramatta,2150.0,6,2018-12-17,2018-12-21,264,151.001111,-33.815
mKxDySP6aXeyCEw@qq.com,23 Yvette Street,Baulkham Hills,2153.0,5,2019-02-04,2019-02-06,370,150.9961917,-33.763625899999994
Bt9zZona2au@hotmail.com,3 Market Row,Sydney,2000.0,6,2018-11-06,2018-11-10,269,151.2060201,-33.8725887
jGDRtOJlwggv@163.com,15 Augusta Road,Manly,2095.0,8,2019-02-10,2019-02-14,337,151.2803607,-33.7932576
WtANcM@hotmail.com,23 Delhi Road,North Ryde,2113.0,8,2018-10-08,2018-10-11,271,151.1369365,-33.794343100000006
GucBiWCOa8asWqU@gmail.com,17 Mackenzie Street,North Sydney,2060.0,3,2019-05-07,2019-05-10,393,151.2073388,-33.8416647
93h0vSne@hotmail.com,5 Gooden Drive,Baulkham Hills,2153.0,4,2019-08-13,2019-08-17,317,150.9734195,-33.7634455
vo@hotmail.com,13 Heritage Park Drive,Castle Hill,2154.0,4,2019-03-03,2019-03-06,283,151.01455819999995,-33.721740600000004
WtANcM@hotmail.com,29 Short Street,North Sydney,2041.0,8,2019-07-21,2019-07-23,394,151.1791855,-33.85544610000001
Ayf@hotmail.com,15 Commonwealth Parade,Manly,2095.0,6,2019-05-08,2019-05-13,387,151.2803954,-33.7987963
tR7jnFYxmGS@yahoo.com,17 Ivy Place,Liverpool,2170.0,6,2019-03-24,2019-03-29,261,150.9167617,-33.930969
clh@hotmail.com,21 Carinya Avenue,Mascot,2020.0,6,2019-06-02,2019-06-05,363,151.19383009999999,-33.9234461
wqZLQXAwUUug9A@qq.com,21 Koonya Avenue,Bankstown,2200.0,5,2019-04-16,2019-04-20,273,151.0256375,-33.924609499999995
NMhMV@hotmail.com,15 Station Street,Parramatta,2150.0,1,2019-04-24,2019-04-30,277,151.00807880000005,-33.8217465
m@yahoo.com,13 Herbert Street,Bankstown,2200.0,7,2019-05-26,2019-05-29,338,151.02656969999995,-33.9321131
pY6jhQ@qq.com,13 Booreea Street,Blacktown,2148.0,6,2019-08-13,2019-08-18,378,150.9038743,-33.7743453
v6@gmail.com,19 Denis Winston Drive,Blacktown,2767.0,8,2018-12-05,2018-12-10,317,150.8792229,-33.7754888
mRu@gmail.com,13 Chisholm Crescent,Campbelltown,2560.0,8,2018-10-12,2018-10-18,312,150.81253999999996,-34.0759781
r8JoPOEvnY@qq.com,17 Willawa Road,Penrith,2750.0,8,2019-01-02,2019-01-03,348,150.71169619999995,-33.7457037
v6@gmail.com,23 White Place,Castle Hill,2154.0,3,2018-11-04,2018-11-06,328,150.99539209999998,-33.7280483
nEPP9TXtr1yFx@163.com,27 Merindah Road,Baulkham Hills,2153.0,6,2019-01-11,2019-01-12,264,150.977034,-33.7461323
sYpjbLjpe@gmail.com,11 East Esplanade,Manly,2093.0,3,2019-03-08,2019-03-12,388,151.2864104,-33.802634999999995
ZwjiyF7ScVZo@yahoo.com,17 General Bridges Crescent,Kingsford,2032.0,2,2019-05-17,2019-05-24,280,151.227785,-33.9260736
PuPoy@gmail.com,1 Mary Helen Court,Baulkham Hills,2153.0,6,2019-06-16,2019-06-18,316,150.9735342,-33.7385278
XpRaxd@hotmail.com,9 David Pilgrim Avenue,Campbelltown,2560.0,1,2018-10-02,2018-10-07,313,150.7900937,-34.0675237
T8CeIcrLO0vH@gmail.com,27 Joongah Street,Randwick,2031.0,7,2018-12-17,2018-12-21,317,151.2464469,-33.9338421
foPb@163.com,19 Station Lane,Parramatta,2150.0,1,2018-09-20,2018-09-24,359,151.0066768,-33.8228179
v6@gmail.com,27 Upper Gilbert Street,Manly,2095.0,1,2019-03-04,2019-03-08,255,151.2807566,-33.7976516
S5eNoKeN@qq.com,15 Carruthers Place,Sydney,2019.0,2,2018-08-27,2018-08-30,252,151.14844490000004,-33.9943734
W@gmail.com,1 Cave Avenue,North Ryde,2113.0,8,2019-01-25,2019-01-28,381,151.1114439,-33.793725200000004
m@yahoo.com,17 Stowe Avenue,Campbelltown,2560.0,7,2019-01-26,2019-01-30,319,150.7904503,-34.0753169
Ouaj@qq.com,3 Robertson Street,Parramatta,2150.0,8,2018-12-10,2018-12-11,298,151.009217,-33.8123489
S5eNoKeN@qq.com,21 Bogan Avenue,Baulkham Hills,2153.0,5,2019-07-21,2019-07-27,299,150.98912869999995,-33.7444753
p@gmail.com,21 Cottonwood Place,Castle Hill,2154.0,6,2019-06-12,2019-06-16,254,151.02048100000005,-33.741663200000005
a1qKAsQSZzTm@gmail.com,21 Carter Street,Randwick,2031.0,5,2019-05-08,2019-05-12,396,151.24379299999995,-33.90529420000001
1hcSvigsSxQEY@qq.com,7 Rhyl Street,Auburn,2144.0,3,2019-08-20,2019-08-23,334,151.01730980000005,-33.846208700000005
jGDRtOJlwggv@163.com,25 Scott Street,Bankstown,2196.0,8,2019-05-19,2019-05-22,307,151.0470217,-33.9225575
nPbGeBdRi7V8lFh@163.com,11 Cordeaux Street,Campbelltown,2560.0,2,2018-10-19,2018-10-22,316,150.8159906,-34.067020600000006
Ouaj@qq.com,23 Saunders Avenue,Liverpool,2170.0,7,2018-12-08,2018-12-10,324,150.91809019999997,-33.9154554
mKxDySP6aXeyCEw@qq.com,29 Greenstead Lane,Randwick,2031.0,5,2019-03-01,2019-03-05,346,151.24137340000001,-33.913618799999995
s1Xj@gmail.com,23 Kelso Lane,Randwick,2031.0,1,2019-02-01,2019-02-03,308,151.2401969,-33.9096609
d46nNJDU9HvO@yahoo.com,3 Chisholm Street,Darlinghurst,2010.0,1,2019-01-12,2019-01-17,395,151.21781069999997,-33.8822753
1jvSIwrAV64yq@gmail.com,9 Sturt Lane,Kingsford,2032.0,3,2019-01-24,2019-01-28,371,151.2295689,-33.9262595
mKxDySP6aXeyCEw@qq.com,3 Underwood Street,Sydney,2021.0,6,2018-09-10,2018-09-11,251,151.2271137,-33.8844112
98@hotmail.com,9 Hunter Street,Sydney,2000.0,4,2018-12-27,2018-12-31,286,151.20781719999997,-33.8658194
i1w9Z@gmail.com,15 Turret Place,Castle Hill,2154.0,6,2018-09-03,2018-09-07,335,150.9862305,-33.7091643
c16Uqdz0U@163.com,17 Banks Street,Campbelltown,2560.0,3,2018-09-26,2018-09-27,304,150.8258936,-34.0703838
2c08w@163.com,11 St Pauls Avenue,Castle Hill,2154.0,3,2019-08-08,2019-08-11,360,150.97344219999997,-33.7203941
